animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A675116,Melinda,09-05-2014 13:00,2014-05-09T13:00:00.000,2013-09-23T00:00:00.000,Transfer,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie,Partner
A749737,,19-05-2017 10:19,2017-05-19T10:19:00.000,2017-05-18T00:00:00.000,Transfer,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White,Partner
A839036,Cranberry,26-07-2021 19:10,2021-07-26T19:10:00.000,2019-07-15T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Labrador Retriever,Black,
A687164,Majic,05-09-2014 17:48,2014-09-05T17:48:00.000,2011-09-01T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Great Pyrenees/Standard Poodle,White,
A681560,Tutmosis,23-06-2014 11:30,2014-06-23T11:30:00.000,2012-06-18T00:00:00.000,Return to Owner,Cat,Neutered Male,2 years,Bombay Mix,Black,
A766541,,15-02-2018 16:20,2018-02-15T16:20:00.000,2017-08-11T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Labrador Retriever/Border Collie,Black/White,
A792677,Zeus,15-04-2019 13:03,2019-04-15T13:03:00.000,2017-04-13T00:00:00.000,Transfer,Other,Intact Male,2 years,Guinea Pig,Tricolor,Partner
A723980,Buster,14-04-2016 19:07,2016-04-14T19:07:00.000,2016-02-09T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Cairn Terrier Mix,Tan,
A865305,Milo,13-06-2023 17:18,2023-06-13T17:18:00.000,2019-09-08T00:00:00.000,Return to Owner,Dog,Neutered Male,3 years,Pit Bull,Blue,
A777958,Gatlin,28-08-2018 12:42,2018-08-28T12:42:00.000,2018-06-10T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Pointer/Chihuahua Longhair,Tricolor,Foster
A778401,,14-08-2018 10:46,2018-08-14T10:46:00.000,2017-08-14T00:00:00.000,Euthanasia,Cat,Unknown,1 year,Domestic Shorthair Mix,Calico,Suffering
A736721,Hayden,22-10-2016 16:01,2016-10-22T16:01:00.000,2005-10-16T00:00:00.000,Transfer,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Blue/White,Partner
A582945,Nina,17-12-2013 11:51,2013-12-17T11:51:00.000,2006-09-03T00:00:00.000,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby,
A798477,,01-07-2019 18:15,2019-07-01T18:15:00.000,2019-04-26T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Australian Shepherd/Great Pyrenees,Black/White,
A770568,,02-06-2018 19:25,2018-06-02T19:25:00.000,2018-03-21T00:00:00.000,Euthanasia,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue,Suffering
A669194,,16-12-2013 18:40,2013-12-16T18:40:00.000,2013-06-16T00:00:00.000,Euthanasia,Other,Unknown,6 months,Raccoon Mix,Brown,Rabies Risk
A778869,,21-08-2018 16:41,2018-08-21T16:41:00.000,2017-08-21T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat Mix,Brown,
A813055,Rocko,16-10-2020 09:52,2020-10-16T09:52:00.000,2018-02-03T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black,Foster
A579608,Max,21-07-2014 12:43,2014-07-21T12:43:00.000,2010-06-09T00:00:00.000,Return to Owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White,
A816680,Stitch,02-06-2020 07:02,2020-06-02T07:02:00.000,2010-04-24T00:00:00.000,Adoption,Dog,Spayed Female,10 years,Australian Kelpie Mix,Brown Brindle,Foster
A711723,,11-09-2015 00:00,2015-09-11T00:00:00.000,2015-08-28T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A576705,Blue,23-10-2015 15:55,2015-10-23T15:55:00.000,2010-03-18T00:00:00.000,Adoption,Cat,Neutered Male,5 years,Siamese Mix,Lynx Point,
A763873,Aparee,21-12-2017 15:53,2017-12-21T15:53:00.000,2015-12-17T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie,Partner
A762461,Furiosa,20-01-2018 12:36,2018-01-20T12:36:00.000,2015-11-20T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black,
A799907,Chester,14-07-2019 16:20,2019-07-14T16:20:00.000,2018-11-14T00:00:00.000,Return to Owner,Dog,Intact Male,7 months,Siberian Husky,Red/Tan,
A798758,Popo,30-06-2019 15:08,2019-06-30T15:08:00.000,2017-06-30T00:00:00.000,Return to Owner,Cat,Neutered Male,2 years,Domestic Shorthair,White/Gray,
A829381,Muneca,09-02-2021 17:40,2021-02-09T17:40:00.000,2020-04-09T00:00:00.000,Return to Owner,Dog,Intact Female,10 months,German Shepherd,Tan/Black,
A839707,Edith,02-10-2021 18:06,2021-10-02T18:06:00.000,2018-07-26T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,Brown/White,
A776411,,13-07-2018 15:53,2018-07-13T15:53:00.000,2018-07-06T00:00:00.000,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,Partner
A882492,June,13-06-2023 17:41,2023-06-13T17:41:00.000,2023-01-05T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Labrador Retriever,Tan,
A741183,Scooby,29-12-2016 16:56,2016-12-29T16:56:00.000,2016-11-22T00:00:00.000,Return to Owner,Dog,Intact Male,1 month,Cairn Terrier Mix,Tan,
A705805,,24-06-2015 15:15,2015-06-24T15:15:00.000,2015-03-30T00:00:00.000,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White,Partner
A859541,A859541,20-06-2022 20:39,2022-06-20T20:39:00.000,2022-06-08T00:00:00.000,Died,Dog,Intact Female,1 weeks,German Shepherd Mix,Black/Brown,In Kennel
A686365,Hazel,08-09-2014 11:26,2014-09-08T11:26:00.000,2013-10-20T00:00:00.000,Adoption,Dog,Spayed Female,10 months,Carolina Dog,Tan,
A827282,Pecan,30-01-2021 14:00,2021-01-30T14:00:00.000,2018-12-17T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier/Beagle,White/Tan,
A747649,,26-04-2017 17:39,2017-04-26T17:39:00.000,2017-02-22T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange,
A847273,Brandi,03-12-2021 17:36,2021-12-03T17:36:00.000,2017-11-29T00:00:00.000,Return to Owner,Dog,Intact Female,4 years,Jack Russell Terrier Mix,Cream/Brown,
A797222,Maya,12-06-2019 16:21,2019-06-12T16:21:00.000,2019-03-12T00:00:00.000,Adoption,Dog,Spayed Female,3 months,Yorkshire Terrier/Toy Poodle,Black/White,
A692520,Peanut Butte,25-11-2014 15:04,2014-11-25T15:04:00.000,2013-11-21T00:00:00.000,Transfer,Dog,Intact Male,1 year,Shih Tzu Mix,Buff,Partner
A720975,Moose,22-02-2016 13:18,2016-02-22T13:18:00.000,2014-02-18T00:00:00.000,Transfer,Dog,Intact Male,2 years,Shih Tzu Mix,Cream,Partner
A738903,Mack,10-01-2017 16:03,2017-01-10T16:03:00.000,2014-11-23T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Staffordshire Mix,Black Brindle/White,
A708918,,05-08-2015 14:21,2015-08-05T14:21:00.000,2009-08-02T00:00:00.000,Transfer,Dog,Intact Male,6 years,Chihuahua Shorthair/Dachshund,Black/Tan,Partner
A752425,Clark,02-07-2017 16:05,2017-07-02T16:05:00.000,2017-04-07T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,
A722787,,22-03-2016 15:03,2016-03-22T15:03:00.000,2013-03-22T00:00:00.000,Euthanasia,Other,Unknown,3 years,Bat Mix,Brown,Rabies Risk
A802011,,19-08-2019 18:46,2019-08-19T18:46:00.000,2019-07-25T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Tabby,Partner
A739496,,03-12-2016 17:25,2016-12-03T17:25:00.000,2016-11-11T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Black/White,Partner
A809493,Theo,26-11-2019 10:35,2019-11-26T10:35:00.000,2017-11-25T00:00:00.000,Euthanasia,Other,Unknown,2 years,Chinchilla,Gray,Suffering
A794974,,20-05-2019 18:23,2019-05-20T18:23:00.000,2018-05-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Jack Russell Terrier,Tricolor/Brown,
A804523,Maggie 168G,09-10-2019 18:05,2019-10-09T18:05:00.000,2019-09-08T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,Partner
A837284,Mimi,23-06-2021 13:55,2021-06-23T13:55:00.000,2016-06-02T00:00:00.000,Return to Owner,Dog,Spayed Female,5 years,Cairn Terrier,White,
A713577,Ferguson,11-10-2015 17:10,2015-10-11T17:10:00.000,2013-10-09T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Tricolor,
A788302,Zeus,05-04-2019 18:36,2019-04-05T18:36:00.000,2019-01-30T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White,Foster
A738163,Bobby,18-11-2016 22:25,2016-11-18T22:25:00.000,2014-11-06T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Beagle Mix,Cream/White,
A733547,Serenity,27-08-2016 17:02,2016-08-27T17:02:00.000,2016-06-23T00:00:00.000,Adoption,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Tan,
A821808,,21-08-2020 11:30,2020-08-21T11:30:00.000,2018-08-19T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair,Tortie,Partner
A669594,Bunny,21-01-2014 18:34,2014-01-21T18:34:00.000,2013-11-23T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black,Foster
A818339,Scurvy,14-08-2020 00:00,2020-08-14T00:00:00.000,2017-06-05T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby/White,
A790471,,11-03-2019 16:12,2019-03-11T16:12:00.000,2016-03-11T00:00:00.000,Transfer,Cat,Neutered Male,3 years,Domestic Medium Hair,Blue/White,Partner
A705991,,23-06-2015 14:15,2015-06-23T14:15:00.000,2015-06-08T00:00:00.000,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,Partner
A734034,,04-09-2016 17:44,2016-09-04T17:44:00.000,2016-05-01T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,
A739413,,12-12-2016 16:05,2016-12-12T16:05:00.000,2015-12-02T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Seal Point/Gray,SCRP
A740783,Sara,31-12-2016 15:54,2016-12-31T15:54:00.000,2015-12-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Dalmatian/Labrador Retriever,White,
A704239,Buddy,09-06-2015 18:37,2015-06-09T18:37:00.000,2014-06-02T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,
A838402,Ginger,20-07-2021 16:15,2021-07-20T16:15:00.000,2021-03-31T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie/White,
A773427,Fluff,13-06-2018 16:32,2018-06-13T16:32:00.000,2016-05-31T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Longhair Mix,Black,Partner
A800418,Walter,24-07-2019 16:15,2019-07-24T16:15:00.000,2017-07-20T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Tricolor,
A562564,Goliath,25-07-2014 11:31,2014-07-25T11:31:00.000,2005-12-09T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Australian Shepherd Mix,Tricolor,
A776528,Raiden,23-07-2018 17:40,2018-07-23T17:40:00.000,2017-07-15T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Boxer Mix,White/Tan,
A785490,Charlie,04-12-2018 11:18,2018-12-04T11:18:00.000,2017-12-04T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,Yorkshire Terrier,Silver/Tan,
A741019,Pumpkin,27-12-2016 19:15,2016-12-27T19:15:00.000,2014-12-26T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,American Bulldog Mix,White/Tan,
A813630,Kobe,18-02-2020 17:32,2020-02-18T17:32:00.000,2019-12-14T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Tan/White,
A789369,Precious,09-04-2019 14:15,2019-04-09T14:15:00.000,2009-03-03T00:00:00.000,Transfer,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby/White,Partner
A736952,,21-10-2016 10:41,2016-10-21T10:41:00.000,2015-10-20T00:00:00.000,Euthanasia,Other,Unknown,1 year,Raccoon Mix,Gray,Rabies Risk
A810294,Canelo,30-04-2021 17:47,2021-04-30T17:47:00.000,2019-04-10T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Brown/White,
A796246,,01-06-2019 15:16,2019-06-01T15:16:00.000,2019-03-30T00:00:00.000,Transfer,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,Partner
A851070,Grady,15-02-2022 15:05,2022-02-15T15:05:00.000,2015-02-05T00:00:00.000,Adoption,Dog,Neutered Male,7 years,Labrador Retriever Mix,Silver,Foster
A819058,,25-06-2020 14:46,2020-06-25T14:46:00.000,2015-06-21T00:00:00.000,Transfer,Dog,Intact Female,5 years,Yorkshire Terrier/Chihuahua Shorthair,Cream,Partner
A824299,Sakura,29-01-2021 11:40,2021-01-29T11:40:00.000,2019-10-10T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,Foster
A672968,,19-02-2014 10:25,2014-02-19T10:25:00.000,2011-02-18T00:00:00.000,Euthanasia,Other,Unknown,3 years,Bat Mix,Brown,Rabies Risk
A809173,,24-11-2019 10:20,2019-11-24T10:20:00.000,2018-11-20T00:00:00.000,Transfer,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,Snr
A762192,,18-11-2017 19:09,2017-11-18T19:09:00.000,2017-08-15T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Gray Tabby/White,Snr
A667475,Lovie,17-12-2013 17:08,2013-12-17T17:08:00.000,2008-11-30T00:00:00.000,Adoption,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White,
A620178,Melody,10-08-2014 12:48,2014-08-10T12:48:00.000,2010-02-14T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Dogue De Bordeaux Mix,Brown/White,
A824740,,18-12-2020 07:55,2020-12-18T07:55:00.000,2020-09-15T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,Foster
A755005,,27-07-2017 19:00,2017-07-27T19:00:00.000,2017-07-24T00:00:00.000,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby,Partner
A766628,Indison Jame,18-02-2018 15:21,2018-02-18T15:21:00.000,2016-02-13T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,
A780901,Padfoot,23-06-2019 19:01,2019-06-23T19:01:00.000,2016-09-21T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,
A783322,Flynn,04-11-2018 15:39,2018-11-04T15:39:00.000,2015-10-29T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,
A788866,,15-02-2019 12:02,2019-02-15T12:02:00.000,2019-12-06T00:00:00.000,Adoption,Dog,Neutered Male,0 years,German Shepherd/Catahoula,Black Brindle,
A691708,,09-11-2014 09:00,2014-11-09T09:00:00.000,2014-08-01T00:00:00.000,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,SCRP
A686923,,02-09-2014 17:42,2014-09-02T17:42:00.000,2011-08-29T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Dachshund Mix,Red,
A779187,Duke,02-11-2018 11:40,2018-11-02T11:40:00.000,2011-08-27T00:00:00.000,Transfer,Dog,Intact Male,7 years,Great Dane Mix,Brown/Tricolor,Partner
A862540,Zamazenta,04-08-2022 18:12,2022-08-04T18:12:00.000,2022-03-27T00:00:00.000,Rto-Adopt,Dog,Neutered Male,4 months,Pit Bull,Brown,
A778113,,09-08-2018 17:36,2018-08-09T17:36:00.000,2017-08-08T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,Partner
A754434,,24-07-2017 17:22,2017-07-24T17:22:00.000,2016-07-20T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Border Collie Mix,Black/White,
A763747,Louise,21-12-2017 18:41,2017-12-21T18:41:00.000,2016-06-15T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Gray/White,
A733608,Suzy,28-08-2016 17:03,2016-08-28T17:03:00.000,2015-08-24T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,
A878874,A878874,22-04-2023 10:44,2023-04-22T10:44:00.000,2022-04-18T00:00:00.000,Died,Bird,Unknown,1 year,Parakeet,Green,In Kennel
A726944,Sweet Pea,08-06-2016 00:00,2016-06-08T00:00:00.000,2006-05-16T00:00:00.000,Transfer,Dog,Intact Female,10 years,Labrador Retriever Mix,Black,Partner
A668178,Owen,02-01-2014 18:37,2014-01-02T18:37:00.000,2013-11-09T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue,Foster
A784785,Beau Beau,15-03-2019 14:30,2019-03-15T14:30:00.000,2016-11-20T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Australian Kelpie Mix,Black,
A680187,,30-05-2014 17:29,2014-05-30T17:29:00.000,2013-12-15T00:00:00.000,Transfer,Dog,Intact Male,5 months,Miniature Poodle Mix,White,Partner
A809376,Pippa,30-11-2019 16:18,2019-11-30T16:18:00.000,2018-11-23T00:00:00.000,Adoption,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,White/Black,
A741751,Terrence,11-01-2017 13:30,2017-01-11T13:30:00.000,2015-01-07T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,Partner
A787270,Monty,28-01-2019 15:39,2019-01-28T15:39:00.000,2018-06-04T00:00:00.000,Transfer,Cat,Intact Male,7 months,Domestic Shorthair Mix,Black Tabby/White,Partner
A676006,Allie,03-06-2014 12:02,2014-06-03T12:02:00.000,2009-04-03T00:00:00.000,Adoption,Dog,Spayed Female,5 years,Chihuahua Shorthair/Pug,Brown,
A757510,,09-09-2017 12:43,2017-09-09T12:43:00.000,2017-05-03T00:00:00.000,Adoption,Dog,Neutered Male,4 months,Greyhound Mix,Brown Brindle/White,Offsite
A702403,Harvey,14-06-2015 12:57,2015-06-14T12:57:00.000,2015-04-06T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A732061,Otto,28-01-2018 17:50,2018-01-28T17:50:00.000,2014-08-01T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White,
A840112,Cuddle Bug,11-08-2021 12:49,2021-08-11T12:49:00.000,2013-04-02T00:00:00.000,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Blue/White,
A814266,Lily,25-09-2020 13:55,2020-09-25T13:55:00.000,2019-12-08T00:00:00.000,Return to Owner,Dog,Spayed Female,9 months,Chihuahua Shorthair/Dachshund,Brown/Tan,
A873968,Homegirl,04-02-2023 11:11,2023-02-04T11:11:00.000,2021-08-04T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Bluetick Hound Mix,Blue Tick,
A733502,Sanya,29-01-2017 15:08,2017-01-29T15:08:00.000,2016-06-22T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Black,
A724370,Chewbacca,20-04-2016 17:09,2016-04-20T17:09:00.000,2015-04-16T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Shih Tzu Mix,Tan,
A755635,Zorro,14-08-2017 16:11,2017-08-14T16:11:00.000,2016-10-06T00:00:00.000,Transfer,Dog,Neutered Male,10 months,Labrador Retriever/Jack Russell Terrier,Yellow/White,Partner
A652862,Ace Hunter,27-09-2019 06:44,2019-09-27T06:44:00.000,2013-03-01T00:00:00.000,Adoption,Dog,Neutered Male,6 years,Pointer Mix,White/Red Tick,Foster
A802238,,19-08-2019 11:59,2019-08-19T11:59:00.000,2017-08-15T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Cream Tabby/White,Snr
A781464,Panther,10-10-2018 18:03,2018-10-10T18:03:00.000,2011-09-30T00:00:00.000,Died,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue,In Kennel
A723402,Grendle,11-04-2016 12:16,2016-04-11T12:16:00.000,2004-03-31T00:00:00.000,Return to Owner,Dog,Spayed Female,12 years,Catahoula Mix,Tricolor,
A752358,Juno,27-06-2017 16:50,2017-06-27T16:50:00.000,2017-04-21T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,
A690574,Sugar,23-10-2014 18:56,2014-10-23T18:56:00.000,2005-06-12T00:00:00.000,Return to Owner,Dog,Spayed Female,9 years,Pointer,Brown Brindle/White,
A709678,Princess,14-08-2015 11:20,2015-08-14T11:20:00.000,2015-02-12T00:00:00.000,Return to Owner,Dog,Spayed Female,6 months,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White,
A832994,,26-04-2021 12:40,2021-04-26T12:40:00.000,2020-03-22T00:00:00.000,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Gray/White,Partner
A819091,Rooster,23-06-2020 11:25,2020-06-23T11:25:00.000,2019-06-22T00:00:00.000,Transfer,Dog,Intact Male,1 year,Chihuahua Shorthair,Fawn,Partner
A777939,,09-08-2018 13:37,2018-08-09T13:37:00.000,2017-08-06T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,Partner
A775716,,07-08-2018 15:43,2018-08-07T15:43:00.000,2018-07-02T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,Partner
A791462,Zeus,04-04-2019 18:26,2019-04-04T18:26:00.000,2017-03-26T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Boxer,Tan/White,
A787654,Pepper,11-03-2019 00:00,2019-03-11T00:00:00.000,2017-01-17T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,Partner
A738333,Lady Bug,15-11-2016 00:00,2016-11-15T00:00:00.000,2012-11-13T00:00:00.000,Transfer,Dog,Spayed Female,4 years,Basset Hound/Pointer,Chocolate/White,Partner
A715154,,01-11-2015 13:43,2015-11-01T13:43:00.000,2015-10-17T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
A738370,Ava,18-11-2016 11:42,2016-11-18T11:42:00.000,2009-11-13T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Schipperke Mix,Black,
A753537,Bronx,26-06-2021 13:42,2021-06-26T13:42:00.000,2017-06-14T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby/White,
A732797,Roxy,17-08-2016 17:49,2016-08-17T17:49:00.000,2016-05-22T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Pit Bull Mix,Blue/White,
A631093,Chugar,02-09-2018 16:23,2018-09-02T16:23:00.000,2012-02-01T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Pit Bull Mix,White/Brown,
A828663,Dutch,11-03-2021 13:49,2021-03-11T13:49:00.000,2019-01-22T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Brown,
A743072,Daisy,07-02-2017 17:02,2017-02-07T17:02:00.000,2013-02-03T00:00:00.000,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan/White,Partner
A709084,Mr. Softie,01-09-2015 17:51,2015-09-01T17:51:00.000,2008-08-04T00:00:00.000,Transfer,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue,Partner
A839344,Floretta,27-08-2021 17:58,2021-08-27T17:58:00.000,2021-04-20T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair,Black,
A764567,,03-01-2018 14:01,2018-01-03T14:01:00.000,2016-01-02T00:00:00.000,Died,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,In Kennel
A813202,Kai,15-02-2020 16:28,2020-02-15T16:28:00.000,2017-08-06T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd/Alaskan Husky,White/Tan,
A799677,Glory,17-07-2019 13:43,2019-07-17T13:43:00.000,2018-12-24T00:00:00.000,Transfer,Dog,Intact Female,6 months,Welsh Terrier,Black,Partner
A769611,Ginger,05-05-2018 14:32,2018-05-05T14:32:00.000,2015-04-07T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Rat Terrier Mix,Tan/White,
A780227,Dakota,18-09-2018 14:31,2018-09-18T14:31:00.000,2017-09-11T00:00:00.000,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair,Red,Partner
A794895,,17-05-2019 16:03,2019-05-17T16:03:00.000,2019-02-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Gray Tabby/White,
A856357,Manon,09-06-2022 09:08,2022-06-09T09:08:00.000,2022-03-27T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,Foster
A782492,Bear,21-10-2018 18:28,2018-10-21T18:28:00.000,2014-01-08T00:00:00.000,Transfer,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,Snr
A851208,Maisy,13-06-2023 17:07,2023-06-13T17:07:00.000,2018-02-08T00:00:00.000,Adoption,Dog,Spayed Female,5 years,Pit Bull Mix,Fawn/White,
A780251,Roman,12-09-2018 14:25,2018-09-12T14:25:00.000,2017-09-12T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,Staffordshire Mix,Blue/White,
A791983,Spice,09-07-2019 19:09,2019-07-09T19:09:00.000,2019-04-01T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,
A772665,Groot,26-05-2018 14:21,2018-05-26T14:21:00.000,2017-12-04T00:00:00.000,Adoption,Dog,Intact Male,5 months,Anatol Shepherd/Great Pyrenees,Cream/Black,
A650850,Mili,16-10-2015 12:14,2015-10-16T12:14:00.000,2013-02-13T00:00:00.000,Transfer,Dog,Intact Female,2 years,Pomeranian/Chihuahua Shorthair,Buff,Partner
A796159,Bunny,28-06-2019 12:16,2019-06-28T12:16:00.000,2009-05-29T00:00:00.000,Transfer,Dog,Spayed Female,10 years,Labrador Retriever/German Shepherd,Black/Tan,Partner
A627576,Miles,14-02-2015 12:25,2015-02-14T12:25:00.000,2012-04-04T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown,Partner
A792559,Giulia,29-06-2019 17:22,2019-06-29T17:22:00.000,2019-04-10T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White,
A881929,Olive,13-06-2023 17:33,2023-06-13T17:33:00.000,2021-05-29T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chow Chow Mix,Black,
